Settore storico pe;Insegna;Ubicazione;Tipo via;Via;Civico;Codice via;ZD;Forma commercio;Forma commercio prev;Forma vendita;Superficie somministrazione
"Gioco video;Spaccio bevande analcoliche";;"VIA GIOIA MELCHIORRE N. 193 c/o circolo sa.ma.cor.; isolato:120; (z.d. 2)";VIA;GIOIA MELCHIORRE;193;1108;2;;;;41
"LETT. GIOCHI LECITI + SOCIETA';BAR CAFF�;Tavola fredda";;"VIA MURIALDO PADRE LEONARDO N. 9 c/o parrocchia; isolato:092; accesso: accesso interno; (z.d. 6)";VIA;MURIALDO PADRE LEONARDO;9;6687;6;solo somministrazione;somministrazione;misto;160
"Licenza giochi leciti/elettr..;Disco-piano-americ.bar serali;Sale da ballo, locali notturni;Discoteche,sale ballo notturni;BAR CAFF�;Genere Merceol.Autorizz.Sanit.;BAR CAFF� E SIMILI";;"CSO COMO N. 15 ; isolato:316; accesso: accesso esterno; (z.d. 9)";CSO;COMO;15;1111;9;solo somministrazione;somministrazione;al banco;50
Mensa;;"codvia 4384 num.007  c/o sky italia; ()";VIA;CRESPI BENIGNO;57;1313;9;;;;198
Mensa;;"codvia 5289 num.004  ; isolato:022; (z.d. 6)";VIA;GIOIA MELCHIORRE;48;1108;2;;;;90
Mensa;;"codvia 5289 num.014  interno aziende,fabbriche,ecc.; isolato:022; accesso: accesso interno; (z.d. 6)";CSO;GARIBALDI GIUSEPPE;123;1010;1;solo somministrazione;somministrazione;self service;60
Mensa;;"CSO CONCORDIA N. 3 c/o mensa opera s. francesco; isolato:174; accesso: accesso esterno; (z.d. 3)";CSO;CONCORDIA;3;3116;3;solo somministrazione;somministrazione;self service;243
Mensa;;"CSO DI PORTA NUOVA N. 1 c/o  mensa sidercomit; isolato:008; accesso: accesso interno; (z.d. 1)";CSO;DI PORTA NUOVA;1;1044;1;solo somministrazione;somministrazione;self service;334
Mensa;;"CSO DI PORTA NUOVA N. 23 c/o azienda ospedaliera fatebe; isolato:009; (z.d. 1)";CSO;DI PORTA NUOVA;23;1044;1;;;;172
Mensa;;CSO DI PORTA NUOVA N. 23 c/o ospedale macedonio melloni - fatebenefratelli (z.d. 1);CSO;DI PORTA NUOVA;23;1044;1;;;;90
Mensa;;"CSO DI PORTA VIGENTINA N. 35 ; isolato:042; accesso: accesso interno; (z.d. 1)";CSO;DI PORTA VIGENTINA;35;4026;1;solo somministrazione;somministrazione;self service;80
Mensa;;"CSO EUROPA N. 2 c/o uffici di google; (z.d. 1)";CSO;EUROPA;2;300;1;;;;136
Mensa;;"CSO GARIBALDI GIUSEPPE N. 123 acisif protezione della giovan; isolato:004; accesso: accesso interno; (z.d. 1)";CSO;GARIBALDI GIUSEPPE;123;1010;1;solo somministrazione;somministrazione;self service;105
Mensa;;"CSO ITALIA N. 19 c/o mensa ussl;cso italia 019; isolato:330; accesso: accesso interno; (z.d. 1)";CSO;ITALIA;19;526;1;solo somministrazione;somministrazione;self service;191
Mensa;;"CSO ITALIA N. 23 c/o allianz s.p.a.;cso italia 023; isolato:271; accesso: accesso interno; (z.d. 1)";CSO;ITALIA;23;526;1;solo somministrazione;somministrazione;self service;139
Mensa;;"CSO MAGENTA N. 24 dipendenti delle ditte convenz;cso magenta 024; isolato:291; accesso: accesso esterno; (z.d. 1)";CSO;MAGENTA;24;604;1;solo somministrazione;somministrazione;self service;384
Mensa;;"CSO SEMPIONE N. 29 ; isolato:090; accesso: accesso interno; (z.d. 8)";CSO;SEMPIONE;29;7137;8;solo somministrazione;somministrazione;self service;330
Mensa;;"CSO VENEZIA N. 51 c/o unione del commercio del t;cso venezia 051; isolato:095; accesso: accesso interno; (z.d. 1)";CSO;VENEZIA;51;238;1;solo somministrazione;somministrazione;misto;219
Mensa;;"FOR BUONAPARTE N. 61 c/o atm;for buonaparte 061; isolato:239; accesso: accesso interno; (z.d. 1)";FOR;BUONAPARTE;61;711;1;solo somministrazione;somministrazione;self service;177
Mensa;;"LGO GIAMBELLINO N. 121 ; isolato:158; accesso: accesso interno; (z.d. 6)";LGO;GIAMBELLINO;121;5395;6;solo somministrazione;somministrazione;self service;130
Mensa;;"LGO MISSIONARI COMBONIANI N. 3 internoistmissionaricomboniani; ()";LGO;MISSIONARI COMBONIANI;3;1716;9;;;;91
Mensa;;"PLE BRESCIA N. 20 c/o istituto auxologico italia; (z.d. 7)";PLE;BRESCIA;20;6554;7;;;;
Mensa;;"PLE F.LLI ZAVATTARI N. 12 c/o italtel; isolato:205; accesso: accesso esterno; (z.d. 7)";PLE;F.LLI ZAVATTARI;12;6537;7;solo somministrazione;somministrazione;self service;1020
Mensa;;"PLE LODI N. 3 c/o allianz s.p.a.; (z.d. 4)";PLE;LODI;3;4249;4;;;;539
Mensa;;"PTA CUCCIA ENRICO N. 1 c/o uffici mediobanca s.p.a.; (z.d. 1)";PTA;CUCCIA ENRICO;1;150;1;;;;
Mensa;;"PZA AGRIPPA MARCO N. 12 c/o centro diurno per disabili; (z.d. 5)";PZA;AGRIPPA MARCO;12;5338;5;;;;30
Mensa;;"PZA CASERTA N. 6 c/o istituto di cultura e ling; (z.d. 9)";PZA;CASERTA;6;1338;9;;;;187
Mensa;;"PZA DELLA REPUBBLICA N. 17 c/o albergo principe di savoia; (z.d. 2)";PZA;DELLA REPUBBLICA;17;1055;2;;;;
Mensa;;"PZA FERRAVILLA EDOARDO N. 2 suore domenicane; isolato:184; accesso: accesso interno; (z.d. 3)";PZA;FERRAVILLA EDOARDO;2;3125;3;solo somministrazione;somministrazione;self service;29
Mensa;;"PZA FILANGIERI GAETANO N. 2 c/o casa circondariale di mila; (z.d. 1)";PZA;FILANGIERI GAETANO;2;6224;1;;;;301
Mensa;;"PZA MARTELLI FRANCO num.003/5 c/o mensa siderotermica spa; isolato:022; accesso: accesso interno; (z.d. 9)";PZA;MARTELLI FRANCO;;1614;9;solo somministrazione;somministrazione;self service;197
Mensa;;"PZA MONTE TITANO N. 9 c/o ditte convenzionate; (z.d. 3)";PZA;MONTE TITANO;9;2654;3;;;;50
Mensa;;"PZA NOVELLI ERMETE N. 1 aeronautica mensa sottufficial; isolato:153; accesso: accesso interno; (z.d. 3)";PZA;NOVELLI ERMETE;1;3110;3;solo somministrazione;somministrazione;self service;450
Mensa;;"PZA NOVELLI ERMETE N. 1 aeronautica mensa truppa; isolato:153; accesso: accesso interno; (z.d. 3)";PZA;NOVELLI ERMETE;1;3110;3;solo somministrazione;somministrazione;self service;3000
Mensa;;"PZA NOVELLI ERMETE N. 1 aeronautica mensa ufficiali; isolato:153; accesso: accesso interno; (z.d. 3)";PZA;NOVELLI ERMETE;1;3110;3;solo somministrazione;somministrazione;self service;500
Mensa;;"PZA OSPEDALE MAGGIORE N. 3 c/o az.osp niguarda bl. s1; (z.d. 9)";PZA;OSPEDALE MAGGIORE;3;1523;9;;;;
Mensa;;"PZA PIO XI N. 6 c/o banca d'italia; (z.d. 1)";PZA;PIO XI;6;572;1;;;;
Mensa;;"PZA TRENTO N. 1 interno aziende,fabbriche,ecc.; isolato:197; accesso: accesso interno; (z.d. 5)";PZA;TRENTO;1;4220;5;solo somministrazione;somministrazione;self service;400
Mensa;;"VIA ADRIATICO N. 8 c/o mensa casa di riposo; isolato:075; (z.d. 9)";VIA;ADRIATICO;8;1598;9;;;;45
Mensa;;"VIA AGORDAT N. 50 casa di riposo; isolato:201; accesso: accesso interno; (z.d. 2)";VIA;AGORDAT;50;2362;2;solo somministrazione;somministrazione;self service;119
Mensa;;"VIA ALDINI ANTONIO N. 52 interno scuole,convitti,ecc.; isolato:096; accesso: accesso interno; (z.d. 8)";VIA;ALDINI ANTONIO;52;7461;8;solo somministrazione;somministrazione;self service;60
Mensa;;"VIA ALSERIO N. 10 c/o selezione spa; isolato:255; accesso: accesso interno; (z.d. 9)";VIA;ALSERIO;10;1153;9;solo somministrazione;somministrazione;self service;150
Mensa;;"VIA AMADEO GIAN ANTONIO N. 11 interno scuole,convitti,ecc.; isolato:170; accesso: accesso interno; (z.d. 3)";VIA;AMADEO GIAN ANTONIO;11;3228;3;solo somministrazione;somministrazione;self service;180
Mensa;;"VIA AMADEO GIAN ANTONIO N. 42 c/o istituto nazionale dei tum; (z.d. 3)";VIA;AMADEO GIAN ANTONIO;42;3228;3;;;;87
Mensa;;"VIA AMPERE ANDREA MARIA N. 30 c/o elettrocondutture; isolato:052; accesso: accesso interno; (z.d. 3)";VIA;AMPERE ANDREA MARIA;30;2428;3;solo somministrazione;somministrazione;al banco;125
Mensa;;"VIA AMPEZZO N. 8 c/o scuola maria consolatrice; (z.d. 8)";VIA;AMPEZZO;8;7392;8;;;;312
Mensa;;"VIA ANASSAGORA N. 11 c/o a.t.m.; isolato:019; accesso: accesso interno; (z.d. 2)";VIA;ANASSAGORA;11;2531;2;solo somministrazione;somministrazione;self service;907
Mensa;;"VIA ANTONINI GIACOMO N. 3 c/o mensa opera pia; isolato:094; (z.d. 5)";VIA;ANTONINI GIACOMO;3;4250;5;;;;775
Mensa;;"VIA ARCONATI COSTANZA N. 1 c/o mensa sandoz spa; isolato:062; accesso: accesso interno; (z.d. 4)";VIA;ARCONATI COSTANZA;1;3211;4;solo somministrazione;somministrazione;self service;250
Mensa;;"VIA ARMORARI N. 3 c/o mensa banca d'italia;via armorari 003; isolato:434; accesso: accesso interno; (z.d. 1)";VIA;ARMORARI;3;519;1;solo somministrazione;somministrazione;self service;244
Mensa;;"VIA ARMORARI N. 4 c/o credito commerciale;via armorari 004; isolato:435; (z.d. 1)";VIA;ARMORARI;4;519;1;;;;113
Mensa;;"VIA ARNALDO DA BRESCIA N. 4 c/o telecom italia; isolato:252; (z.d. 9)";VIA;ARNALDO DA BRESCIA;4;1151;9;;;;278
Mensa;;"VIA ARPINO N. 11 interno scuole,convitti,ecc.; isolato:016; accesso: accesso esterno; (z.d. 7)";VIA;ARPINO;11;6331;7;solo somministrazione;somministrazione;misto;100
Mensa;;"VIA ARZAGA N. 10 interno scuole,convitti,ecc.; isolato:040; accesso: accesso interno; (z.d. 6)";VIA;ARZAGA;10;6674;6;solo somministrazione;somministrazione;self service;400
Mensa;;"VIA AUSONIO N. 13 c/o centro enogastronomia; isolato:223; accesso: accesso interno; (z.d. 1)";VIA;AUSONIO;13;5093;1;solo somministrazione;somministrazione;al tavolo;53
Mensa;;"VIA BALDINUCCI FILIPPO N. 85 c/o teatro alls scala; isolato:034; (z.d. 9)";VIA;BALDINUCCI FILIPPO;85;1267;9;;;;136
Mensa;;"VIA BALDISSERA ANTONIO N. 5 c/o mensa gillette group spa; isolato:113; accesso: accesso interno; (z.d. 3)";VIA;BALDISSERA ANTONIO;5;2164;3;solo somministrazione;somministrazione;self service;102
Mensa;;"VIA BARONA N. 2 c/o asilo nido; (z.d. 6)";VIA;BARONA;2;5356;6;;;;44
Mensa;;"VIA BARONI COSTANTINO num.057/b c/o r.s.a.; (z.d. 5)";VIA;BARONI COSTANTINO;;5422;5;;;;
Mensa;;"VIA BARONI COSTANTINO num.071/73 c/o rsa gratosoglio; (z.d. 5)";VIA;BARONI COSTANTINO;;5422;5;;;;469
Mensa;;"VIA BARTOLINI LORENZO N. 46 c/o scuola materna montessori; (z.d. 8)";VIA;BARTOLINI LORENZO;46;7178;8;;;;85
Mensa;;"VIA BASSI UGO N. 2 c/o mensa dip. regione lombar.; isolato:258; accesso: accesso interno; (z.d. 9)";VIA;BASSI UGO;2;1143;9;solo somministrazione;somministrazione;self service;200
Mensa;;"VIA BAZZI CARLO N. 68 c/o centro diurno per disabili; (z.d. 5)";VIA;BAZZI CARLO;68;4222;5;;;;33
Mensa;;"VIA BELLERIO CARLO N. 41 c/o lega nord; (z.d. 9)";VIA;BELLERIO CARLO;41;1551;9;;;;135
Mensa;;"VIA BELLINI GENTILE N. 1 c/o international school of eu; (z.d. 6)";VIA;BELLINI GENTILE;1;5387;6;;;;
Mensa;;"VIA BENADIR N. 14 c/o mensa polygam dischi spa; isolato:286; accesso: accesso interno; (z.d. 2)";VIA;BENADIR;14;2380;2;solo somministrazione;somministrazione;self service;84
Mensa;;"VIA BERGOGNONE AMBROGIO DA FOSSANO N. 59 c/o giorgio armani distribuzio; (z.d. 6)";VIA;BERGOGNONE AMBROGIO DA FOSSANO;59;5130;6;;;;627
Mensa;;"VIA BERNINA N. 12 c/o siemens spa; isolato:104; accesso: accesso interno; (z.d. 9)";VIA;BERNINA;12;1224;9;solo somministrazione;somministrazione;al banco;410
Mensa;;"VIA BERTOLAIA GIUSEPPE N. 38 c/o enel; isolato:006; (z.d. 2)";VIA;BERTOLAIA GIUSEPPE;38;2408;2;;;;612
Mensa;;"VIA BERUTO CESARE N. 18 dipendenti enel; isolato:087; (z.d. 3)";VIA;BERUTO CESARE;18;2586;3;;;;249
Mensa;;"VIA BIELLA N. 8 c/o prodotti antibiotici; isolato:045; accesso: accesso interno; (z.d. 6)";VIA;BIELLA;8;5305;6;solo somministrazione;somministrazione;self service;300
Mensa;;"VIA BISTOLFI LEONARDO N. 35 c/o de nora spa; isolato:137; accesso: accesso esterno; (z.d. 3)";VIA;BISTOLFI LEONARDO;35;2682;3;solo somministrazione;somministrazione;self service;255
Mensa;;"VIA BOCCONI FERDINANDO N. 30 ; isolato:140; accesso: accesso interno; (z.d. 5)";VIA;BOCCONI FERDINANDO;30;4050;5;solo somministrazione;somministrazione;self service;200
Mensa;;"VIA BONCOMPAGNI CARLO N. 18 istituto san vincenzo; (z.d. 4)";VIA;BONCOMPAGNI CARLO;18;4182;4;;;;493
Mensa;;"VIA BONVESIN DE LA RIVA N. 12 c/o istituto maria ausiliatric; (z.d. 4)";VIA;BONVESIN DE LA RIVA;12;3087;4;;;;79
Mensa;;"VIA BOSCOVICH RUGGERO N. 42 c/o centro socio culturale ric; (z.d. 3)";VIA;BOSCOVICH RUGGERO;42;2131;3;;;;151
Mensa;;"VIA BOTTELLI GIUSEPPE N. 3 c/o scuola elementare; (z.d. 2)";VIA;BOTTELLI GIUSEPPE;3;1419;2;;;;209
Mensa;;"VIA BOVIO GIOVANNI N. 16 c/o mensa villa spa; isolato:053; accesso: accesso interno; (z.d. 9)";VIA;BOVIO GIOVANNI;16;1507;9;solo somministrazione;somministrazione;self service;61
Mensa;;"VIA BREDA ERNESTO N. 120 c/o mensa officine meccan. spa; isolato:062; accesso: accesso interno; (z.d. 2)";VIA;BREDA ERNESTO;120;2342;2;solo somministrazione;somministrazione;self service;110
Mensa;;"VIA BROLETTO N. 13 c/o mensa banca s. paolo;via broletto 013; isolato:377; accesso: accesso interno; (z.d. 1)";VIA;BROLETTO;13;720;1;solo somministrazione;somministrazione;self service;76
Mensa;;"VIA BROLETTO N. 13 c/o mensa banca s. paolo;via broletto 013; isolato:377; accesso: accesso interno; (z.d. 1)";VIA;BROLETTO;13;720;1;solo somministrazione;somministrazione;self service;76
Mensa;;"VIA BROLETTO N. 20 c/o guccio gucci s.p.a.; (z.d. 1)";VIA;BROLETTO;20;720;1;;;;74
Mensa;;"VIA BUONARROTI MICHELANGELO N. 48 c/o casa di cura columbus; (z.d. 8)";VIA;BUONARROTI MICHELANGELO;48;6253;8;;;;90
Mensa;;"VIA CADOLINI GIOVANNI N. 32 c/o mensa kores spa; isolato:186; accesso: accesso esterno; (z.d. 4)";VIA;CADOLINI GIOVANNI;32;4098;4;solo somministrazione;somministrazione;self service;80
Mensa;;"VIA CADOLINI GIOVANNI N. 34 c/o mensa zenith spa; isolato:186; accesso: accesso interno; (z.d. 4)";VIA;CADOLINI GIOVANNI;34;4098;4;solo somministrazione;somministrazione;self service;70
Mensa;;"VIA CAGNOLA LUIGI N. 11 c/o casa di riposo per anziani; isolato:133; (z.d. 1)";VIA;CAGNOLA LUIGI;11;7228;1;;;;231
Mensa;;"VIA CANTONI GIOVANNI N. 2 residenza scolastica altai; (z.d. 7)";VIA;CANTONI GIOVANNI;2;6206;7;;;;48
Mensa;;"VIA CAPECELATRO ALFONSO N. 69 c/o air liquide italia srl; isolato:235; accesso: accesso interno; (z.d. 7)";VIA;CAPECELATRO ALFONSO;69;6575;7;solo somministrazione;somministrazione;self service;146
Mensa;;"VIA CARCANO GIULIO N. 32 c/o messaggerie it. spa; isolato:013; (z.d. 5)";VIA;CARCANO GIULIO;32;5248;5;;;;76
Mensa;;"VIA CARDINALE MEZZOFANTI N. 25 c/o scuola elementare; (z.d. 4)";VIA;CARDINALE MEZZOFANTI;25;3277;4;;;;
Mensa;;"VIA CARNIA N. 26 c/o mensa ist. lusofarmaco spa; isolato:044; accesso: accesso interno; (z.d. 3)";VIA;CARNIA;26;2395;3;solo somministrazione;somministrazione;self service;80
Mensa;;"VIA CASCINA BELCASULE N. 7 c/o telecom italia s.p.a.; isolato:160; (z.d. 5)";VIA;CASCINA BELCASULE;7;4238;5;;;;276
Mensa;;"VIA CASTELVETRO LODOVICO num.017/23 dal 4 piano al piano rialzato; isolato:030; (z.d. 8)";VIA;CASTELVETRO LODOVICO;;7195;8;;;;196
Mensa;;"VIA CAVIGLIA ENRICO N. 1 c/o istituto st.louis school; (z.d. 4)";VIA;CAVIGLIA ENRICO;1;4198;4;;;;185
Mensa;;"VIA CAVIGLIA ENRICO N. 3 c/o mensa scuola europa; isolato:032; accesso: accesso interno; (z.d. 4)";VIA;CAVIGLIA ENRICO;3;4198;4;solo somministrazione;somministrazione;self service;102
Mensa;;"VIA CEFALONIA N. 18 c/o refettorio; (z.d. 8)";VIA;CEFALONIA;18;7439;8;;;;
Mensa;;"VIA CEFALU' N. 26 c/o sifta spa; isolato:176; (z.d. 8)";VIA;CEFALU';26;7370;8;;;;74
Mensa;;"VIA CELLINI BENVENUTO N. 14 c/o patronato san vincenzo; isolato:025; accesso: accesso interno; (z.d. 4)";VIA;CELLINI BENVENUTO;14;3081;4;solo somministrazione;somministrazione;al tavolo;100
Mensa;;"VIA CERNOBBIO N. 5 ; isolato:026; accesso: accesso interno; (z.d. 9)";VIA;CERNOBBIO;5;1241;9;solo somministrazione;somministrazione;self service;150
Mensa;;"VIA CLERICETTI CELESTE N. 45 c/o scuola steineriana; (z.d. 3)";VIA;CLERICETTI CELESTE;45;2221;3;;;;
Mensa;;"VIA COLONNA MARCO ANTONIO N. 24 c/o mensa ist. padre beccaro; isolato:335; accesso: accesso interno; (z.d. 8)";VIA;COLONNA MARCO ANTONIO;24;7158;8;solo somministrazione;somministrazione;self service;270
Mensa;;"VIA COLONNA MARCO ANTONIO N. 35 c/o bosch s.p.a.; isolato:334; (z.d. 8)";VIA;COLONNA MARCO ANTONIO;35;7158;8;;;;436
Mensa;;"VIA COLONNA MARCO ANTONIO N. 35 ; isolato:334; accesso: accesso interno; (z.d. 8)";VIA;COLONNA MARCO ANTONIO;35;7158;8;solo somministrazione;somministrazione;self service;77
Mensa;;"VIA COPERNICO NICOLO' num.003/5 c/o centro scolastico argonne; isolato:240; accesso: accesso interno; (z.d. 2)";VIA;COPERNICO NICOLO';;1204;2;solo somministrazione;somministrazione;self service;233
Mensa;;"VIA CORTINA D'AMPEZZO N. 13 c/o mensa arti graf. ricordi; isolato:111; accesso: accesso interno; (z.d. 5)";VIA;CORTINA D'AMPEZZO;13;4259;5;solo somministrazione;somministrazione;self service;290
Mensa;;"VIA COSENZ ENRICO N. 26 dipendenti delle ditte convenz; isolato:006; (z.d. 9)";VIA;COSENZ ENRICO;26;1464;9;;;;281
Mensa;;"VIA COTTOLENGO SAN GIUSEPPE N. 25 c/o asilo nido; (z.d. 6)";VIA;COTTOLENGO SAN GIUSEPPE;25;5375;6;;;;
Mensa;;"VIA CRESPI BENIGNO N. 24 c/o mensa visconti modrone spa; isolato:071; accesso: accesso interno; (z.d. 9)";VIA;CRESPI BENIGNO;24;1313;9;solo somministrazione;somministrazione;self service;95
Mensa;;"VIA CRESPI BENIGNO N. 30 c/o istituto ludovico pavoni a; (z.d. 9)";VIA;CRESPI BENIGNO;30;1313;9;;;;
Mensa;;"VIA DAIMLER GOTTLIEB WILHELM N. 1 c/o mercedes-benz center ang.; (z.d. 8)";VIA;DAIMLER GOTTLIEB WILHELM;1;7587;8;;;;
Mensa;;"VIA DE CASTILLIA GAETANO num.006/a c/o tecnimont spa; ()";VIA;DE CASTILLIA GAETANO;;1123;9;;;;300
Mensa;;"VIA DEI CALCHI TAEGGI N. 20 c/o istit. penitenziario minor; (z.d. 6)";VIA;DEI CALCHI TAEGGI;20;6706;6;;;;418
Mensa;;"VIA DEI FONTANILI N. 34 c/o mensa cifast spa; isolato:039; accesso: accesso interno; (z.d. 5)";VIA;DEI FONTANILI;34;4224;5;solo somministrazione;somministrazione;self service;107
Mensa;;"VIA DEI VALTORTA N. 43 c/o mensa elettrocondutture; isolato:190; accesso: accesso interno; (z.d. 2)";VIA;DEI VALTORTA;43;2324;2;solo somministrazione;somministrazione;;325
Mensa;;"VIA DEL FANTE COSIMO N. 19 c/o mensa i.s.f. spa; isolato:209; accesso: accesso interno; (z.d. 1)";VIA;DEL FANTE COSIMO;19;5192;1;solo somministrazione;somministrazione;self service;155
Mensa;;"VIA DELLA COMMENDA N. 15 c/o ospedale maggiore; isolato:202; (z.d. 1)";VIA;DELLA COMMENDA;15;3146;1;;;;315
Mensa;;"VIA DELLA GIUSTIZIA num.000 ang. via fava mensa nuova same; isolato:116; accesso: accesso interno; (z.d. 2)";VIA;DELLA GIUSTIZIA;;1410;2;solo somministrazione;somministrazione;self service;115
Mensa;;"VIA DELLA MOSCOVA N. 4 c/o mensa baroni srl; isolato:015; (z.d. 1)";VIA;DELLA MOSCOVA;4;1016;1;;;;196
Mensa;;"VIA DELLA MOSCOVA N. 64 c/o istituto suore francescane; (z.d. 1)";VIA;DELLA MOSCOVA;64;1016;1;;;;59
Mensa;;"VIA DELLA TORRE N. 24 c/o electrica s.r.l.; (z.d. 2)";VIA;DELLA TORRE;24;2322;2;;;;
Mensa;;"VIA DEL LAURO N. 7 c/o mensa milano assicurazioni;via del lauro 007; isolato:367; (z.d. 1)";VIA;DEL LAURO;7;124;1;;;;285
Mensa;;"VIA DELLE FORZE ARMATE N. 80 c/o asilo nido a.t.m.; (z.d. 7)";VIA;DELLE FORZE ARMATE;80;6643;7;;;;54
Mensa;;"VIA DELLE FORZE ARMATE N. 80 c/o a.t.m.; isolato:193; accesso: accesso esterno; (z.d. 7)";VIA;DELLE FORZE ARMATE;80;6643;7;solo somministrazione;somministrazione;self service;100
Mensa;;"VIA DEL VECCHIO POLITECNICO N. 8 dipendenti metropolitana milan; isolato:468; accesso: accesso interno; (z.d. 1)";VIA;DEL VECCHIO POLITECNICO;8;2101;1;solo somministrazione;somministrazione;al banco;297
Mensa;;"VIA DE NOTARIS GIUSEPPE N. 51 c/o mensa raffineria olii spa; isolato:168; accesso: accesso interno; (z.d. 2)";VIA;DE NOTARIS GIUSEPPE;51;2500;2;solo somministrazione;somministrazione;self service;170
Mensa;;"VIA DEZZA GIUSEPPE N. 48 c/o casa di cura del politecni; isolato:299; (z.d. 7)";VIA;DEZZA GIUSEPPE;48;6108;7;;;;200
Mensa;;"VIA DIONE CASSIO N. 15 c/o pentax italia srl; isolato:091; accesso: accesso interno; (z.d. 4)";VIA;DIONE CASSIO;15;3360;4;solo somministrazione;somministrazione;self service;66
Mensa;;"VIA DON MINZONI GIOVANNI N. 10 ; isolato:016; accesso: accesso interno; (z.d. 9)";VIA;DON MINZONI GIOVANNI;10;1141;9;solo somministrazione;somministrazione;self service;200
Mensa;;"VIA ELBA N. 18 c/o istituto suore figlie dell; (z.d. 7)";VIA;ELBA;18;6243;7;;;;
Mensa;;"VIA ELBA N. 21 collegio univ. torriana; isolato:233; (z.d. 7)";VIA;ELBA;21;6243;7;;;;40
Mensa;;"VIA FANTOLI GAUDENZIO num.016/15 c/o multimedica holding; (z.d. 4)";VIA;MASOTTO UMBERTO;12;3283;4;;;;
Mensa;;"VIA FARINI CARLO N. 9 c/o mensa a.t.m.; isolato:069; accesso: accesso interno; (z.d. 8)";VIA;FARINI CARLO;9;1114;8;solo somministrazione;somministrazione;self service;175
Mensa;;"VIA FATEBENEFRATELLI N. 21 mensa dipendenti hotel cavour;via fatebenefratelli 021; isolato:093; accesso: accesso interno; (z.d. 1)";VIA;FATEBENEFRATELLI;21;144;1;somministrazione/minuto;somministrazione;al tavolo;36
Mensa;;"VIA FELTRE N. 73 c/o ist. suore figl.maria imm; (z.d. 3)";VIA;FELTRE;73;2652;3;;;;149
Mensa;;"VIA FETONTE N. 12 c/o alcatel sial srl; isolato:132; (z.d. 7)";VIA;FETONTE;12;6495;7;;;;246
Mensa;;"VIA FETONTE N. 12 c/o soc. interbancaria gestion; isolato:132; (z.d. 7)";VIA;FETONTE;12;6495;7;;;;134
Mensa;;"VIA FILODRAMMATICI N. 2 c/o teatro alla scala;via filodrammatici 002; isolato:366; (z.d. 1)";VIA;FILODRAMMATICI;2;113;1;;;;195
Mensa;;"VIA FIORI CHIARI N. 24 ;via fiori chiari 024; isolato:298; accesso: accesso interno; (z.d. 1)";VIA;FIORI CHIARI;24;135;1;solo somministrazione;somministrazione;self service;250
Mensa;;"VIA F.LLI BRESSAN N. 41 dipendenti delle ferrovie dell; isolato:096; (z.d. 2)";VIA;F.LLI BRESSAN;41;2349;2;;;;220
Mensa;;"VIA F.LLI RIZZARDI N. 201 c/o a.t.m.; isolato:001; (z.d. 8)";VIA;F.LLI RIZZARDI;201;6736;8;;;;328
Mensa;;"VIA FORCELLA VINCENZO N. 5 c/o mensa esprit de corp spa; isolato:046; (z.d. 6)";VIA;FORCELLA VINCENZO;5;5127;6;;;;65
Mensa;;"VIA FUCINI RENATO N. 2 interno aziende,fabbriche,ecc.; isolato:110; accesso: accesso esterno; (z.d. 3)";VIA;FUCINI RENATO;2;2199;3;solo somministrazione;somministrazione;self service;870
